Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Micromesistius,australis,-54.25,-65.25,5506:245:1,0.42
Micromesistius,australis,-54.75,-67.75,5506:247:4,0.48
Micromesistius,australis,-54.75,-68.25,5506:248:3,0.54
Micromesistius,australis,-54.75,-68.75,5506:248:4,0.58
Micromesistius,australis,-55.25,-66.75,5506:456:2,0.49
Micromesistius,australis,-55.25,-67.25,5506:457:1,0.43
Micromesistius,australis,-55.25,-67.75,5506:457:2,0.43
Micromesistius,australis,-55.75,-67.25,5506:457:3,0.46
Micromesistius,australis,-55.25,-68.25,5506:458:1,0.43
Micromesistius,australis,-55.25,-69.75,5506:459:2,0.58
Micromesistius,australis,-55.75,-69.25,5506:459:3,0.47
Micromesistius,australis,-56.75,-66.75,5506:466:4,0.51
Micromesistius,australis,-57.25,-66.75,5506:476:2,0.57
Micromesistius,australis,-51.75,-73.75,5507:113:4,0.42
Micromesistius,australis,-52.75,-70.25,5507:120:3,0.52
Micromesistius,australis,-52.75,-70.75,5507:120:4,0.56
Micromesistius,australis,-52.75,-71.25,5507:121:3,0.44
Micromesistius,australis,-52.75,-74.25,5507:124:3,0.4
Micromesistius,australis,-53.25,-71.25,5507:131:1,0.44
Micromesistius,australis,-50.75,-75.25,5507:205:3,0.57
Micromesistius,australis,-53.25,-75.25,5507:235:1,0.44
Micromesistius,australis,-55.25,-125.25,5512:455:1,0.43
Micromesistius,australis,-54.25,-139.75,5513:249:2,0.46
Micromesistius,australis,-45.75,166.25,3416:456:3,0.7
Micromesistius,australis,-45.75,166.75,3416:456:4,0.62
Micromesistius,australis,-46.25,167.25,3416:467:1,0.67
Micromesistius,australis,-46.25,169.75,3416:469:2,0.69
Micromesistius,australis,-47.75,167.75,3416:477:4,0.77
Micromesistius,australis,-47.25,168.25,3416:478:1,0.63
Micromesistius,australis,-47.75,169.75,3416:479:4,0.79
Micromesistius,australis,-48.25,167.75,3416:487:2,0.77
Micromesistius,australis,-48.75,168.75,3416:488:4,0.64
Micromesistius,australis,-48.25,169.25,3416:489:1,0.65
Micromesistius,australis,-49.25,167.75,3416:497:2,0.63
Micromesistius,australis,-49.25,168.25,3416:498:1,0.76
Micromesistius,australis,-49.75,168.75,3416:498:4,0.77
Micromesistius,australis,-49.25,169.75,3416:499:2,0.6
Micromesistius,australis,-43.25,173.75,3417:133:2,0.77
Micromesistius,australis,-43.25,174.25,3417:134:1,0.76
Micromesistius,australis,-43.25,174.75,3417:134:2,0.79
Micromesistius,australis,-44.75,171.75,3417:141:4,0.76
Micromesistius,australis,-44.25,172.75,3417:142:2,0.72
Micromesistius,australis,-42.75,175.25,3417:225:3,0.6
Micromesistius,australis,-43.25,175.25,3417:235:1,0.79
Micromesistius,australis,-43.25,175.75,3417:235:2,0.76
Micromesistius,australis,-43.25,176.25,3417:236:1,0.66
Micromesistius,australis,-43.25,176.75,3417:236:2,0.65
Micromesistius,australis,-43.25,177.25,3417:237:1,0.72
Micromesistius,australis,-43.25,179.25,3417:239:1,0.7
Micromesistius,australis,-44.25,176.75,3417:246:2,0.73
Micromesistius,australis,-44.25,179.25,3417:249:1,0.63
Micromesistius,australis,-44.25,179.75,3417:249:2,0.76
Micromesistius,australis,-45.75,170.25,3417:350:3,0.65
Micromesistius,australis,-45.75,170.75,3417:350:4,0.66
Micromesistius,australis,-45.25,171.25,3417:351:1,0.7
Micromesistius,australis,-46.25,170.25,3417:360:1,0.74
Micromesistius,australis,-48.75,170.75,3417:380:4,0.6
Micromesistius,australis,-48.75,172.75,3417:382:4,0.78
Micromesistius,australis,-48.75,174.75,3417:384:4,0.65
Micromesistius,australis,-49.25,170.25,3417:390:1,0.68
Micromesistius,australis,-49.75,174.75,3417:394:4,0.76
Micromesistius,australis,-47.25,178.25,3417:478:1,0.79
Micromesistius,australis,-48.75,175.25,3417:485:3,0.74
Micromesistius,australis,-48.25,178.25,3417:488:1,0.61
Micromesistius,australis,-49.75,175.25,3417:495:3,0.71
Micromesistius,australis,-49.75,179.25,3417:499:3,0.69
Micromesistius,australis,-50.25,168.75,3516:208:2,0.75
Micromesistius,australis,-50.75,168.75,3516:208:4,0.71
Micromesistius,australis,-50.25,169.25,3516:209:1,0.68
Micromesistius,australis,-50.25,169.75,3516:209:2,0.69
Micromesistius,australis,-50.75,169.25,3516:209:3,0.72
Micromesistius,australis,-50.75,169.75,3516:209:4,0.77
Micromesistius,australis,-51.25,165.75,3516:215:2,0.78
Micromesistius,australis,-51.75,167.25,3516:217:3,0.75
Micromesistius,australis,-51.75,167.75,3516:217:4,0.66
Micromesistius,australis,-51.25,168.25,3516:218:1,0.72
Micromesistius,australis,-51.75,168.25,3516:218:3,0.69
Micromesistius,australis,-52.25,168.25,3516:228:1,0.79
Micromesistius,australis,-53.25,169.25,3516:239:1,0.72
Micromesistius,australis,-50.75,170.25,3517:100:3,0.75
Micromesistius,australis,-50.75,170.75,3517:100:4,0.79
Micromesistius,australis,-50.25,173.75,3517:103:2,0.71
Micromesistius,australis,-50.75,173.75,3517:103:4,0.76
Micromesistius,australis,-51.25,173.75,3517:113:2,0.69
Micromesistius,australis,-51.75,173.75,3517:113:4,0.6
Micromesistius,australis,-51.25,174.25,3517:114:1,0.6
Micromesistius,australis,-52.25,173.75,3517:123:2,0.64
Micromesistius,australis,-53.75,170.75,3517:130:4,0.62
Micromesistius,australis,-53.25,172.75,3517:132:2,0.67
Micromesistius,australis,-53.25,173.25,3517:133:1,0.68
Micromesistius,australis,-37.75,-54.75,5305:374:4,0.61
Micromesistius,australis,-37.75,-55.25,5305:475:3,0.67
Micromesistius,australis,-39.25,-56.25,5305:496:1,0.74
Micromesistius,australis,-40.75,-56.25,5405:206:3,0.79
Micromesistius,australis,-40.25,-57.25,5405:207:1,0.6
Micromesistius,australis,-42.75,-58.25,5405:228:3,0.7
Micromesistius,australis,-42.25,-59.75,5405:229:2,0.66
Micromesistius,australis,-43.75,-59.25,5405:239:3,0.74
Micromesistius,australis,-46.25,-59.75,5405:469:2,0.7
Micromesistius,australis,-47.75,-59.75,5405:479:4,0.64
Micromesistius,australis,-48.75,-56.25,5405:486:3,0.65
Micromesistius,australis,-48.75,-56.75,5405:486:4,0.76
Micromesistius,australis,-48.25,-59.25,5405:489:1,0.6
Micromesistius,australis,-49.75,-55.75,5405:495:4,0.63
Micromesistius,australis,-43.75,-61.75,5406:131:4,0.64
Micromesistius,australis,-44.75,-60.75,5406:140:4,0.62
Micromesistius,australis,-44.25,-61.25,5406:141:1,0.63
Micromesistius,australis,-44.25,-61.75,5406:141:2,0.65
Micromesistius,australis,-44.75,-61.25,5406:141:3,0.61
Micromesistius,australis,-45.25,-60.75,5406:350:2,0.61
Micromesistius,australis,-46.75,-61.75,5406:361:4,0.65
Micromesistius,australis,-46.75,-62.25,5406:362:3,0.63
Micromesistius,australis,-47.75,-61.75,5406:371:4,0.75
Micromesistius,australis,-47.25,-62.25,5406:372:1,0.6
Micromesistius,australis,-47.75,-62.25,5406:372:3,0.75
Micromesistius,australis,-47.75,-62.75,5406:372:4,0.79
Micromesistius,australis,-47.75,-63.25,5406:373:3,0.6
Micromesistius,australis,-48.25,-61.75,5406:381:2,0.77
Micromesistius,australis,-48.75,-61.75,5406:381:4,0.77
Micromesistius,australis,-48.25,-63.25,5406:383:1,0.72
Micromesistius,australis,-48.75,-63.75,5406:383:4,0.65
Micromesistius,australis,-48.75,-64.25,5406:384:3,0.63
Micromesistius,australis,-49.25,-62.25,5406:392:1,0.76
Micromesistius,australis,-49.25,-62.75,5406:392:2,0.77
Micromesistius,australis,-49.75,-62.75,5406:392:4,0.74
Micromesistius,australis,-49.25,-63.25,5406:393:1,0.75
Micromesistius,australis,-49.25,-63.75,5406:393:2,0.63
Micromesistius,australis,-49.75,-63.25,5406:393:3,0.77
Micromesistius,australis,-49.75,-63.75,5406:393:4,0.65
Micromesistius,australis,-49.25,-64.25,5406:394:1,0.64
Micromesistius,australis,-45.75,-67.75,5406:457:4,0.6
Micromesistius,australis,-46.25,-66.25,5406:466:1,0.74
Micromesistius,australis,-46.75,-66.25,5406:466:3,0.64
Micromesistius,australis,-46.75,-66.75,5406:466:4,0.68
Micromesistius,australis,-46.25,-67.25,5406:467:1,0.74
Micromesistius,australis,-48.75,-66.25,5406:486:3,0.63
Micromesistius,australis,-48.75,-66.75,5406:486:4,0.66
Micromesistius,australis,-48.75,-67.25,5406:487:3,0.61
Micromesistius,australis,-49.25,-66.25,5406:496:1,0.67
Micromesistius,australis,-49.25,-66.75,5406:496:2,0.7
Micromesistius,australis,-49.25,-67.25,5406:497:1,0.6
Micromesistius,australis,-41.75,-74.75,5407:114:4,0.64
Micromesistius,australis,-44.75,-75.25,5407:245:3,0.73
Micromesistius,australis,-48.25,-75.75,5407:485:2,0.71
Micromesistius,australis,-49.25,-75.25,5407:495:1,0.64
Micromesistius,australis,-49.25,-75.75,5407:495:2,0.75
Micromesistius,australis,-45.25,-75.25,5407:455:1,0.79
Micromesistius,australis,-45.75,-75.25,5407:455:3,0.67
Micromesistius,australis,-47.75,-75.75,5407:475:4,0.61
Micromesistius,australis,-45.25,-157.25,5415:457:1,0.69
Micromesistius,australis,-43.75,-161.25,5416:131:3,0.72
Micromesistius,australis,-43.75,-175.25,5417:235:3,0.6
Micromesistius,australis,-43.75,-176.75,5417:236:4,0.76
Micromesistius,australis,-43.75,-177.75,5417:237:4,0.79
Micromesistius,australis,-44.25,-175.25,5417:245:1,0.7
Micromesistius,australis,-44.75,-175.75,5417:245:4,0.76
Micromesistius,australis,-44.75,-176.75,5417:246:4,0.7
Micromesistius,australis,-47.25,-179.75,5417:479:2,0.77
Micromesistius,australis,-53.25,-49.75,5504:239:2,0.73
Micromesistius,australis,-53.25,-50.25,5505:130:1,0.74
Micromesistius,australis,-53.25,-50.75,5505:130:2,0.6
Micromesistius,australis,-53.75,-51.25,5505:131:3,0.75
Micromesistius,australis,-53.75,-51.75,5505:131:4,0.75
Micromesistius,australis,-53.75,-52.25,5505:132:3,0.76
Micromesistius,australis,-53.75,-52.75,5505:132:4,0.76
Micromesistius,australis,-54.25,-51.75,5505:141:2,0.66
Micromesistius,australis,-54.25,-52.25,5505:142:1,0.72
Micromesistius,australis,-50.75,-58.25,5505:208:3,0.77
Micromesistius,australis,-50.75,-59.75,5505:209:4,0.75
Micromesistius,australis,-51.75,-56.25,5505:216:3,0.6
Micromesistius,australis,-51.75,-57.75,5505:217:4,0.73
Micromesistius,australis,-53.25,-58.25,5505:238:1,0.75
Micromesistius,australis,-54.75,-55.25,5505:245:3,0.7
Micromesistius,australis,-54.25,-59.25,5505:249:1,0.66
Micromesistius,australis,-54.25,-59.75,5505:249:2,0.63
Micromesistius,australis,-50.25,-60.75,5506:100:2,0.79
Micromesistius,australis,-50.75,-60.25,5506:100:3,0.7
Micromesistius,australis,-50.75,-60.75,5506:100:4,0.65
Micromesistius,australis,-50.75,-61.25,5506:101:3,0.77
Micromesistius,australis,-50.25,-62.25,5506:102:1,0.79
Micromesistius,australis,-50.25,-62.75,5506:102:2,0.74
Micromesistius,australis,-50.25,-63.25,5506:103:1,0.72
Micromesistius,australis,-50.25,-63.75,5506:103:2,0.63
Micromesistius,australis,-50.75,-63.25,5506:103:3,0.73
Micromesistius,australis,-50.75,-63.75,5506:103:4,0.69
Micromesistius,australis,-50.25,-64.25,5506:104:1,0.61
Micromesistius,australis,-50.75,-64.25,5506:104:3,0.67
Micromesistius,australis,-50.75,-64.75,5506:104:4,0.62
Micromesistius,australis,-51.25,-61.25,5506:111:1,0.64
Micromesistius,australis,-51.25,-64.25,5506:114:1,0.76
Micromesistius,australis,-51.25,-64.75,5506:114:2,0.66
Micromesistius,australis,-51.75,-64.75,5506:114:4,0.75
Micromesistius,australis,-53.75,-64.75,5506:134:4,0.76
Micromesistius,australis,-54.75,-60.25,5506:140:3,0.78
Micromesistius,australis,-54.75,-61.75,5506:141:4,0.66
Micromesistius,australis,-54.75,-62.75,5506:142:4,0.79
Micromesistius,australis,-54.25,-64.25,5506:144:1,0.6
Micromesistius,australis,-51.25,-65.25,5506:215:1,0.67
Micromesistius,australis,-51.75,-65.25,5506:215:3,0.7
Micromesistius,australis,-51.75,-65.75,5506:215:4,0.64
Micromesistius,australis,-51.75,-68.75,5506:218:4,0.62
Micromesistius,australis,-52.75,-65.25,5506:225:3,0.64
Micromesistius,australis,-54.25,-69.25,5506:249:1,0.65
Micromesistius,australis,-54.25,-69.75,5506:249:2,0.67
Micromesistius,australis,-52.25,-74.75,5507:124:2,0.64
Micromesistius,australis,-53.75,-70.25,5507:130:3,0.78
Micromesistius,australis,-53.75,-70.75,5507:130:4,0.74
Micromesistius,australis,-53.75,-71.25,5507:131:3,0.68
Micromesistius,australis,-53.75,-71.75,5507:131:4,0.6
Micromesistius,australis,-53.75,-72.25,5507:132:3,0.72
Micromesistius,australis,-53.75,-73.25,5507:133:3,0.63
Micromesistius,australis,-54.25,-70.75,5507:140:2,0.72
Micromesistius,australis,-54.75,-70.25,5507:140:3,0.75
Micromesistius,australis,-54.75,-70.75,5507:140:4,0.66
Micromesistius,australis,-54.25,-71.25,5507:141:1,0.76
Micromesistius,australis,-54.25,-71.75,5507:141:2,0.77
Micromesistius,australis,-54.75,-71.25,5507:141:3,0.77
Micromesistius,australis,-54.25,-72.25,5507:142:1,0.72
Micromesistius,australis,-54.25,-72.75,5507:142:2,0.69
Micromesistius,australis,-51.25,-75.25,5507:215:1,0.62
Micromesistius,australis,-51.75,-75.25,5507:215:3,0.69
Micromesistius,australis,-46.25,165.75,3416:465:2,0.83
Micromesistius,australis,-46.75,165.75,3416:465:4,0.97
Micromesistius,australis,-46.25,166.25,3416:466:1,0.85
Micromesistius,australis,-46.25,166.75,3416:466:2,0.8
Micromesistius,australis,-46.75,166.25,3416:466:3,0.98
Micromesistius,australis,-46.75,166.75,3416:466:4,0.98
Micromesistius,australis,-46.75,167.25,3416:467:3,0.95
Micromesistius,australis,-46.75,169.75,3416:469:4,0.83
Micromesistius,australis,-47.25,166.75,3416:476:2,1
Micromesistius,australis,-47.75,166.25,3416:476:3,1
Micromesistius,australis,-47.75,166.75,3416:476:4,1
Micromesistius,australis,-47.25,167.25,3416:477:1,1
Micromesistius,australis,-47.25,167.75,3416:477:2,1
Micromesistius,australis,-47.75,167.25,3416:477:3,1
Micromesistius,australis,-47.25,168.75,3416:478:2,1
Micromesistius,australis,-47.75,168.25,3416:478:3,1
Micromesistius,australis,-47.75,168.75,3416:478:4,1
Micromesistius,australis,-47.25,169.25,3416:479:1,1
Micromesistius,australis,-47.25,169.75,3416:479:2,1
Micromesistius,australis,-47.75,169.25,3416:479:3,1
Micromesistius,australis,-48.25,166.25,3416:486:1,1
Micromesistius,australis,-48.25,166.75,3416:486:2,1
Micromesistius,australis,-48.75,166.25,3416:486:3,1
Micromesistius,australis,-48.75,166.75,3416:486:4,1
Micromesistius,australis,-48.25,167.25,3416:487:1,0.85
Micromesistius,australis,-48.75,167.25,3416:487:3,1
Micromesistius,australis,-48.75,167.75,3416:487:4,1
Micromesistius,australis,-48.25,168.25,3416:488:1,1
Micromesistius,australis,-48.25,168.75,3416:488:2,1
Micromesistius,australis,-48.75,168.25,3416:488:3,1
Micromesistius,australis,-49.25,166.25,3416:496:1,0.92
Micromesistius,australis,-49.25,166.75,3416:496:2,1
Micromesistius,australis,-49.75,166.25,3416:496:3,1
Micromesistius,australis,-49.75,166.75,3416:496:4,1
Micromesistius,australis,-49.25,167.25,3416:497:1,1
Micromesistius,australis,-49.75,167.25,3416:497:3,1
Micromesistius,australis,-49.75,167.75,3416:497:4,1
Micromesistius,australis,-49.75,168.25,3416:498:3,1
Micromesistius,australis,-43.75,173.75,3417:133:4,0.85
Micromesistius,australis,-43.75,174.25,3417:134:3,0.9
Micromesistius,australis,-43.75,174.75,3417:134:4,0.9
Micromesistius,australis,-44.75,172.25,3417:142:3,0.94
Micromesistius,australis,-44.75,172.75,3417:142:4,1
Micromesistius,australis,-44.25,173.25,3417:143:1,0.92
Micromesistius,australis,-44.25,173.75,3417:143:2,1
Micromesistius,australis,-44.75,173.25,3417:143:3,0.9
Micromesistius,australis,-44.75,173.75,3417:143:4,1
Micromesistius,australis,-44.25,174.25,3417:144:1,0.91
Micromesistius,australis,-44.25,174.75,3417:144:2,0.84
Micromesistius,australis,-43.75,175.25,3417:235:3,0.9
Micromesistius,australis,-43.75,175.75,3417:235:4,0.92
Micromesistius,australis,-43.75,176.25,3417:236:3,0.94
Micromesistius,australis,-43.75,176.75,3417:236:4,0.96
Micromesistius,australis,-43.25,177.75,3417:237:2,0.81
Micromesistius,australis,-43.75,177.25,3417:237:3,0.98
Micromesistius,australis,-43.75,177.75,3417:237:4,1
Micromesistius,australis,-43.25,178.25,3417:238:1,0.84
Micromesistius,australis,-43.25,178.75,3417:238:2,0.82
Micromesistius,australis,-43.75,178.25,3417:238:3,1
Micromesistius,australis,-43.75,178.75,3417:238:4,1
Micromesistius,australis,-43.75,179.25,3417:239:3,1
Micromesistius,australis,-43.75,179.75,3417:239:4,0.94
Micromesistius,australis,-44.25,175.25,3417:245:1,0.85
Micromesistius,australis,-44.25,175.75,3417:245:2,1
Micromesistius,australis,-44.25,176.25,3417:246:1,1
Micromesistius,australis,-44.25,177.25,3417:247:1,0.8
Micromesistius,australis,-45.25,171.75,3417:351:2,0.96
Micromesistius,australis,-45.75,171.25,3417:351:3,0.99
Micromesistius,australis,-46.25,170.75,3417:360:2,0.96
Micromesistius,australis,-46.75,170.25,3417:360:3,1
Micromesistius,australis,-46.25,171.25,3417:361:1,1
Micromesistius,australis,-48.75,171.25,3417:381:3,0.95
Micromesistius,australis,-48.75,171.75,3417:381:4,0.98
Micromesistius,australis,-48.75,172.25,3417:382:3,0.89
Micromesistius,australis,-48.75,173.25,3417:383:3,0.89
Micromesistius,australis,-48.75,173.75,3417:383:4,0.83
Micromesistius,australis,-48.75,174.25,3417:384:3,0.82
Micromesistius,australis,-49.25,170.75,3417:390:2,0.84
Micromesistius,australis,-49.75,170.25,3417:390:3,0.86
Micromesistius,australis,-49.75,170.75,3417:390:4,0.92
Micromesistius,australis,-49.25,171.25,3417:391:1,1
Micromesistius,australis,-49.25,171.75,3417:391:2,1
Micromesistius,australis,-49.75,171.25,3417:391:3,1
Micromesistius,australis,-49.75,171.75,3417:391:4,1
Micromesistius,australis,-49.25,172.25,3417:392:1,1
Micromesistius,australis,-49.25,172.75,3417:392:2,1
Micromesistius,australis,-49.75,172.25,3417:392:3,1
Micromesistius,australis,-49.75,172.75,3417:392:4,1
Micromesistius,australis,-49.25,173.25,3417:393:1,1
Micromesistius,australis,-49.25,173.75,3417:393:2,1
Micromesistius,australis,-49.75,173.25,3417:393:3,0.91
Micromesistius,australis,-49.75,173.75,3417:393:4,1
Micromesistius,australis,-49.25,174.25,3417:394:1,1
Micromesistius,australis,-49.25,174.75,3417:394:2,0.94
Micromesistius,australis,-49.75,174.25,3417:394:3,0.85
Micromesistius,australis,-47.25,177.75,3417:477:2,0.98
Micromesistius,australis,-47.25,178.75,3417:478:2,1
Micromesistius,australis,-47.75,178.25,3417:478:3,0.97
Micromesistius,australis,-47.75,178.75,3417:478:4,1
Micromesistius,australis,-47.25,179.25,3417:479:1,1
Micromesistius,australis,-47.25,179.75,3417:479:2,1
Micromesistius,australis,-47.75,179.25,3417:479:3,1
Micromesistius,australis,-47.75,179.75,3417:479:4,1
Micromesistius,australis,-48.25,178.75,3417:488:2,1
Micromesistius,australis,-48.75,178.75,3417:488:4,1
Micromesistius,australis,-48.25,179.25,3417:489:1,1
Micromesistius,australis,-48.25,179.75,3417:489:2,1
Micromesistius,australis,-48.75,179.25,3417:489:3,1
Micromesistius,australis,-49.25,175.25,3417:495:1,0.82
Micromesistius,australis,-49.75,178.75,3417:498:4,1
Micromesistius,australis,-49.25,179.25,3417:499:1,0.83
Micromesistius,australis,-50.25,165.75,3516:205:2,1
Micromesistius,australis,-50.75,165.75,3516:205:4,1
Micromesistius,australis,-50.25,166.25,3516:206:1,1
Micromesistius,australis,-50.25,166.75,3516:206:2,1
Micromesistius,australis,-50.75,166.25,3516:206:3,1
Micromesistius,australis,-50.75,166.75,3516:206:4,1
Micromesistius,australis,-50.25,167.25,3516:207:1,1
Micromesistius,australis,-50.25,167.75,3516:207:2,1
Micromesistius,australis,-50.75,167.25,3516:207:3,1
Micromesistius,australis,-50.75,167.75,3516:207:4,1
Micromesistius,australis,-50.25,168.25,3516:208:1,0.97
Micromesistius,australis,-50.75,168.25,3516:208:3,0.9
Micromesistius,australis,-51.25,165.25,3516:215:1,1
Micromesistius,australis,-51.25,166.25,3516:216:1,0.99
Micromesistius,australis,-51.25,166.75,3516:216:2,0.84
Micromesistius,australis,-51.25,167.25,3516:217:1,1
Micromesistius,australis,-51.25,167.75,3516:217:2,0.97
Micromesistius,australis,-51.25,168.75,3516:218:2,0.85
Micromesistius,australis,-51.75,168.75,3516:218:4,1
Micromesistius,australis,-51.25,169.25,3516:219:1,0.85
Micromesistius,australis,-51.25,169.75,3516:219:2,0.92
Micromesistius,australis,-51.75,169.25,3516:219:3,1
Micromesistius,australis,-51.75,169.75,3516:219:4,1
Micromesistius,australis,-52.25,168.75,3516:228:2,1
Micromesistius,australis,-52.75,168.75,3516:228:4,0.99
Micromesistius,australis,-52.25,169.25,3516:229:1,1
Micromesistius,australis,-52.25,169.75,3516:229:2,1
Micromesistius,australis,-52.75,169.25,3516:229:3,1
Micromesistius,australis,-52.75,169.75,3516:229:4,1
Micromesistius,australis,-53.25,169.75,3516:239:2,0.89
Micromesistius,australis,-50.25,170.25,3517:100:1,0.91
Micromesistius,australis,-50.25,170.75,3517:100:2,0.81
Micromesistius,australis,-50.25,171.25,3517:101:1,0.87
Micromesistius,australis,-50.25,171.75,3517:101:2,1
Micromesistius,australis,-50.75,171.25,3517:101:3,0.86
Micromesistius,australis,-50.75,171.75,3517:101:4,0.84
Micromesistius,australis,-50.25,172.25,3517:102:1,1
Micromesistius,australis,-50.25,172.75,3517:102:2,0.99
Micromesistius,australis,-50.75,172.25,3517:102:3,0.95
Micromesistius,australis,-50.75,172.75,3517:102:4,0.93
Micromesistius,australis,-50.25,173.25,3517:103:1,1
Micromesistius,australis,-50.75,173.25,3517:103:3,1
Micromesistius,australis,-51.25,170.25,3517:110:1,0.91
Micromesistius,australis,-51.25,170.75,3517:110:2,0.89
Micromesistius,australis,-51.75,170.25,3517:110:3,1
Micromesistius,australis,-51.75,170.75,3517:110:4,1
Micromesistius,australis,-51.25,171.25,3517:111:1,0.9
Micromesistius,australis,-51.25,171.75,3517:111:2,1
Micromesistius,australis,-51.75,171.25,3517:111:3,0.85
Micromesistius,australis,-51.75,171.75,3517:111:4,1
Micromesistius,australis,-51.25,172.25,3517:112:1,0.9
Micromesistius,australis,-51.25,172.75,3517:112:2,0.94
Micromesistius,australis,-51.75,172.25,3517:112:3,1
Micromesistius,australis,-51.75,172.75,3517:112:4,1
Micromesistius,australis,-51.25,173.25,3517:113:1,0.9
Micromesistius,australis,-51.75,173.25,3517:113:3,1
Micromesistius,australis,-51.75,174.25,3517:114:3,1
Micromesistius,australis,-52.25,170.25,3517:120:1,1
Micromesistius,australis,-52.25,170.75,3517:120:2,1
Micromesistius,australis,-52.75,170.25,3517:120:3,1
Micromesistius,australis,-52.75,170.75,3517:120:4,0.98
Micromesistius,australis,-52.25,171.25,3517:121:1,1
Micromesistius,australis,-52.25,171.75,3517:121:2,1
Micromesistius,australis,-52.75,171.25,3517:121:3,1
Micromesistius,australis,-52.75,171.75,3517:121:4,1
Micromesistius,australis,-52.25,172.25,3517:122:1,1
Micromesistius,australis,-52.25,172.75,3517:122:2,1
Micromesistius,australis,-52.75,172.25,3517:122:3,0.88
Micromesistius,australis,-52.75,172.75,3517:122:4,0.9
Micromesistius,australis,-52.25,173.25,3517:123:1,0.96
Micromesistius,australis,-52.75,173.25,3517:123:3,0.8
Micromesistius,australis,-53.25,170.25,3517:130:1,0.93
Micromesistius,australis,-53.25,170.75,3517:130:2,1
Micromesistius,australis,-53.25,171.25,3517:131:1,1
Micromesistius,australis,-53.25,171.75,3517:131:2,1
Micromesistius,australis,-53.25,172.25,3517:132:1,0.81
Micromesistius,australis,-38.25,-55.25,5305:485:1,0.92
Micromesistius,australis,-38.75,-55.25,5305:485:3,1
Micromesistius,australis,-38.75,-55.75,5305:485:4,1
Micromesistius,australis,-39.25,-55.25,5305:495:1,1
Micromesistius,australis,-39.25,-55.75,5305:495:2,1
Micromesistius,australis,-39.75,-55.75,5305:495:4,1
Micromesistius,australis,-39.75,-56.25,5305:496:3,1
Micromesistius,australis,-40.25,-56.25,5405:206:1,1
Micromesistius,australis,-40.25,-56.75,5405:206:2,1
Micromesistius,australis,-40.75,-56.75,5405:206:4,1
Micromesistius,australis,-40.75,-57.25,5405:207:3,1
Micromesistius,australis,-41.25,-56.75,5405:216:2,1
Micromesistius,australis,-41.25,-57.25,5405:217:1,1
Micromesistius,australis,-41.25,-57.75,5405:217:2,0.81
Micromesistius,australis,-41.75,-57.25,5405:217:3,1
Micromesistius,australis,-41.75,-57.75,5405:217:4,1
Micromesistius,australis,-41.75,-58.25,5405:218:3,1
Micromesistius,australis,-41.75,-58.75,5405:218:4,0.89
Micromesistius,australis,-42.25,-57.75,5405:227:2,1
Micromesistius,australis,-42.25,-58.25,5405:228:1,1
Micromesistius,australis,-42.25,-58.75,5405:228:2,1
Micromesistius,australis,-42.75,-58.75,5405:228:4,1
Micromesistius,australis,-42.75,-59.25,5405:229:3,1
Micromesistius,australis,-43.25,-59.25,5405:239:1,1
Micromesistius,australis,-43.25,-59.75,5405:239:2,1
Micromesistius,australis,-43.75,-59.75,5405:239:4,1
Micromesistius,australis,-44.25,-59.75,5405:249:2,1
Micromesistius,australis,-44.75,-59.75,5405:249:4,1
Micromesistius,australis,-45.25,-59.75,5405:459:2,1
Micromesistius,australis,-45.75,-59.75,5405:459:4,0.92
Micromesistius,australis,-48.75,-57.25,5405:487:3,0.86
Micromesistius,australis,-48.75,-57.75,5405:487:4,1
Micromesistius,australis,-48.75,-58.25,5405:488:3,1
Micromesistius,australis,-48.75,-58.75,5405:488:4,0.86
Micromesistius,australis,-48.25,-59.75,5405:489:2,0.87
Micromesistius,australis,-48.75,-59.25,5405:489:3,0.84
Micromesistius,australis,-48.75,-59.75,5405:489:4,1
Micromesistius,australis,-49.25,-56.75,5405:496:2,0.99
Micromesistius,australis,-49.75,-56.25,5405:496:3,0.88
Micromesistius,australis,-49.75,-56.75,5405:496:4,0.99
Micromesistius,australis,-49.25,-57.25,5405:497:1,1
Micromesistius,australis,-49.25,-57.75,5405:497:2,1
Micromesistius,australis,-49.75,-57.25,5405:497:3,1
Micromesistius,australis,-49.75,-57.75,5405:497:4,1
Micromesistius,australis,-49.25,-58.25,5405:498:1,1
Micromesistius,australis,-49.25,-58.75,5405:498:2,1
Micromesistius,australis,-49.75,-58.25,5405:498:3,1
Micromesistius,australis,-49.75,-58.75,5405:498:4,1
Micromesistius,australis,-49.25,-59.25,5405:499:1,1
Micromesistius,australis,-49.25,-59.75,5405:499:2,1
Micromesistius,australis,-49.75,-59.25,5405:499:3,1
Micromesistius,australis,-49.75,-59.75,5405:499:4,1
Micromesistius,australis,-43.25,-60.25,5406:130:1,1
Micromesistius,australis,-43.75,-60.25,5406:130:3,1
Micromesistius,australis,-44.25,-60.25,5406:140:1,1
Micromesistius,australis,-44.75,-60.25,5406:140:3,1
Micromesistius,australis,-45.25,-60.25,5406:350:1,1
Micromesistius,australis,-45.75,-60.25,5406:350:3,1
Micromesistius,australis,-45.75,-60.75,5406:350:4,0.86
Micromesistius,australis,-46.25,-60.25,5406:360:1,1
