Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Micromesistius,australis,-64.75,-65.75,5606:245:4,0.04
Micromesistius,australis,-64.25,-66.25,5606:246:1,0.05
Micromesistius,australis,-64.25,-66.75,5606:246:2,0.05
Micromesistius,australis,-64.75,-66.25,5606:246:3,0.05
Micromesistius,australis,-64.75,-66.75,5606:246:4,0.04
Micromesistius,australis,-64.25,-67.25,5606:247:1,0.04
Micromesistius,australis,-64.25,-67.75,5606:247:2,0.03
Micromesistius,australis,-64.75,-67.25,5606:247:3,0.04
Micromesistius,australis,-64.75,-67.75,5606:247:4,0.04
Micromesistius,australis,-64.75,-68.25,5606:248:3,0.03
Micromesistius,australis,-64.75,-68.75,5606:248:4,0.01
Micromesistius,australis,-62.25,-152.75,5615:122:2,0.02
Micromesistius,australis,-62.25,-153.25,5615:123:1,0.02
Micromesistius,australis,-42.75,169.75,3416:229:4,0.2
Micromesistius,australis,-43.75,168.25,3416:238:3,0.33
Micromesistius,australis,-43.75,168.75,3416:238:4,0.24
Micromesistius,australis,-43.25,169.25,3416:239:1,0.24
Micromesistius,australis,-44.75,166.75,3416:246:4,0.22
Micromesistius,australis,-44.25,167.75,3416:247:2,0.34
Micromesistius,australis,-44.75,167.25,3416:247:3,0.39
Micromesistius,australis,-44.25,168.25,3416:248:1,0.35
Micromesistius,australis,-45.75,165.75,3416:455:4,0.36
Micromesistius,australis,-46.25,168.25,3416:468:1,0.31
Micromesistius,australis,-46.75,168.75,3416:468:4,0.2
Micromesistius,australis,-46.75,169.25,3416:469:3,0.37
Micromesistius,australis,-48.25,165.25,3416:485:1,0.31
Micromesistius,australis,-40.75,174.25,3417:104:3,0.21
Micromesistius,australis,-41.25,171.75,3417:111:2,0.2
Micromesistius,australis,-41.25,174.25,3417:114:1,0.31
Micromesistius,australis,-41.25,174.75,3417:114:2,0.28
Micromesistius,australis,-41.75,174.25,3417:114:3,0.38
Micromesistius,australis,-42.25,173.75,3417:123:2,0.39
Micromesistius,australis,-42.75,173.25,3417:123:3,0.25
Micromesistius,australis,-43.75,172.75,3417:132:4,0.23
Micromesistius,australis,-43.25,173.25,3417:133:1,0.32
Micromesistius,australis,-44.75,171.25,3417:141:3,0.2
Micromesistius,australis,-44.25,172.25,3417:142:1,0.29
Micromesistius,australis,-44.75,174.25,3417:144:3,0.3
Micromesistius,australis,-41.25,175.25,3417:215:1,0.25
Micromesistius,australis,-41.25,175.75,3417:215:2,0.23
Micromesistius,australis,-41.75,175.25,3417:215:3,0.37
Micromesistius,australis,-41.75,175.75,3417:215:4,0.33
Micromesistius,australis,-42.75,176.25,3417:226:3,0.36
Micromesistius,australis,-42.75,176.75,3417:226:4,0.3
Micromesistius,australis,-42.75,177.25,3417:227:3,0.28
Micromesistius,australis,-42.75,177.75,3417:227:4,0.29
Micromesistius,australis,-42.75,178.25,3417:228:3,0.31
Micromesistius,australis,-42.75,178.75,3417:228:4,0.3
Micromesistius,australis,-42.75,179.25,3417:229:3,0.24
Micromesistius,australis,-44.75,175.25,3417:245:3,0.38
Micromesistius,australis,-44.75,175.75,3417:245:4,0.34
Micromesistius,australis,-44.75,176.25,3417:246:3,0.21
Micromesistius,australis,-44.25,177.75,3417:247:2,0.2
Micromesistius,australis,-46.75,170.75,3417:360:4,0.31
Micromesistius,australis,-47.25,170.25,3417:370:1,0.31
Micromesistius,australis,-48.25,173.25,3417:383:1,0.21
Micromesistius,australis,-47.25,177.25,3417:477:1,0.35
Micromesistius,australis,-48.75,175.75,3417:485:4,0.29
Micromesistius,australis,-49.75,177.75,3417:497:4,0.37
Micromesistius,australis,-49.25,178.75,3417:498:2,0.33
Micromesistius,australis,-51.75,165.75,3516:215:4,0.36
Micromesistius,australis,-52.75,165.25,3516:225:3,0.21
Micromesistius,australis,-52.75,165.75,3516:225:4,0.23
Micromesistius,australis,-52.25,167.75,3516:227:2,0.32
Micromesistius,australis,-53.25,167.75,3516:237:2,0.28
Micromesistius,australis,-53.75,167.75,3516:237:4,0.21
Micromesistius,australis,-53.25,168.25,3516:238:1,0.25
Micromesistius,australis,-53.25,168.75,3516:238:2,0.34
Micromesistius,australis,-53.75,168.75,3516:238:4,0.31
Micromesistius,australis,-53.75,169.25,3516:239:3,0.33
Micromesistius,australis,-53.75,169.75,3516:239:4,0.33
Micromesistius,australis,-50.75,174.25,3517:104:3,0.36
Micromesistius,australis,-51.25,174.75,3517:114:2,0.24
Micromesistius,australis,-51.75,174.75,3517:114:4,0.31
Micromesistius,australis,-53.75,170.25,3517:130:3,0.24
Micromesistius,australis,-53.75,172.75,3517:132:4,0.31
Micromesistius,australis,-37.25,-54.25,5305:374:1,0.33
Micromesistius,australis,-37.25,-54.75,5305:374:2,0.26
Micromesistius,australis,-39.25,-54.75,5305:394:2,0.26
Micromesistius,australis,-38.75,-56.75,5305:486:4,0.39
Micromesistius,australis,-39.75,-56.75,5305:496:4,0.38
Micromesistius,australis,-39.25,-57.25,5305:497:1,0.33
Micromesistius,australis,-39.75,-58.25,5305:498:3,0.27
Micromesistius,australis,-39.75,-58.75,5305:498:4,0.21
Micromesistius,australis,-37.75,-74.25,5307:374:3,0.29
Micromesistius,australis,-39.75,-74.25,5307:394:3,0.37
Micromesistius,australis,-40.75,-57.75,5405:207:4,0.29
Micromesistius,australis,-40.25,-58.25,5405:208:1,0.28
Micromesistius,australis,-40.25,-59.25,5405:209:1,0.23
Micromesistius,australis,-40.75,-59.25,5405:209:3,0.37
Micromesistius,australis,-40.75,-59.75,5405:209:4,0.24
Micromesistius,australis,-41.25,-59.25,5405:219:1,0.27
Micromesistius,australis,-41.25,-59.75,5405:219:2,0.21
Micromesistius,australis,-43.25,-58.75,5405:238:2,0.22
Micromesistius,australis,-47.75,-59.25,5405:479:3,0.24
Micromesistius,australis,-48.75,-55.75,5405:485:4,0.22
Micromesistius,australis,-41.75,-60.25,5406:110:3,0.33
Micromesistius,australis,-41.75,-60.75,5406:110:4,0.21
Micromesistius,australis,-42.25,-60.75,5406:120:2,0.33
Micromesistius,australis,-42.25,-61.25,5406:121:1,0.22
Micromesistius,australis,-42.75,-61.75,5406:121:4,0.38
Micromesistius,australis,-42.75,-62.25,5406:122:3,0.33
Micromesistius,australis,-43.25,-62.75,5406:132:2,0.25
Micromesistius,australis,-43.75,-62.75,5406:132:4,0.39
Micromesistius,australis,-43.75,-63.25,5406:133:3,0.21
Micromesistius,australis,-43.75,-63.75,5406:133:4,0.22
Micromesistius,australis,-43.75,-64.25,5406:134:3,0.35
Micromesistius,australis,-43.75,-64.75,5406:134:4,0.23
Micromesistius,australis,-44.25,-62.25,5406:142:1,0.39
Micromesistius,australis,-44.75,-62.25,5406:142:3,0.39
Micromesistius,australis,-44.25,-63.25,5406:143:1,0.32
Micromesistius,australis,-44.25,-63.75,5406:143:2,0.31
Micromesistius,australis,-44.75,-63.25,5406:143:3,0.37
Micromesistius,australis,-44.75,-63.75,5406:143:4,0.31
Micromesistius,australis,-44.25,-64.25,5406:144:1,0.39
Micromesistius,australis,-44.25,-64.75,5406:144:2,0.39
Micromesistius,australis,-44.75,-64.25,5406:144:3,0.39
Micromesistius,australis,-44.75,-64.75,5406:144:4,0.39
Micromesistius,australis,-40.75,-65.25,5406:205:3,0.23
Micromesistius,australis,-43.75,-65.25,5406:235:3,0.2
Micromesistius,australis,-44.25,-65.25,5406:245:1,0.26
Micromesistius,australis,-44.75,-65.75,5406:245:4,0.27
Micromesistius,australis,-45.25,-62.75,5406:352:2,0.33
Micromesistius,australis,-45.75,-62.25,5406:352:3,0.39
Micromesistius,australis,-45.75,-62.75,5406:352:4,0.27
Micromesistius,australis,-45.25,-63.25,5406:353:1,0.29
Micromesistius,australis,-45.25,-63.75,5406:353:2,0.34
Micromesistius,australis,-45.75,-63.25,5406:353:3,0.31
Micromesistius,australis,-46.25,-62.75,5406:362:2,0.39
Micromesistius,australis,-46.25,-63.25,5406:363:1,0.33
Micromesistius,australis,-47.25,-64.75,5406:374:2,0.33
Micromesistius,australis,-47.75,-64.75,5406:374:4,0.36
Micromesistius,australis,-45.25,-65.75,5406:455:2,0.31
Micromesistius,australis,-45.25,-66.25,5406:456:1,0.35
Micromesistius,australis,-47.75,-65.25,5406:475:3,0.23
Micromesistius,australis,-48.25,-65.75,5406:485:2,0.39
Micromesistius,australis,-48.25,-66.25,5406:486:1,0.22
Micromesistius,australis,-49.75,-66.25,5406:496:3,0.37
Micromesistius,australis,-49.75,-66.75,5406:496:4,0.36
Micromesistius,australis,-49.25,-67.75,5406:497:2,0.29
Micromesistius,australis,-49.75,-67.25,5406:497:3,0.24
Micromesistius,australis,-40.25,-74.25,5407:104:1,0.25
Micromesistius,australis,-40.75,-74.25,5407:104:3,0.27
Micromesistius,australis,-40.75,-74.75,5407:104:4,0.24
Micromesistius,australis,-41.25,-74.25,5407:114:1,0.31
Micromesistius,australis,-41.75,-74.25,5407:114:3,0.25
Micromesistius,australis,-42.25,-74.25,5407:124:1,0.29
Micromesistius,australis,-42.75,-74.25,5407:124:3,0.27
Micromesistius,australis,-43.25,-74.75,5407:134:2,0.39
Micromesistius,australis,-44.25,-74.25,5407:144:1,0.21
Micromesistius,australis,-45.75,-73.75,5407:353:4,0.21
Micromesistius,australis,-45.25,-74.75,5407:354:2,0.39
Micromesistius,australis,-48.25,-74.75,5407:384:2,0.26
Micromesistius,australis,-49.75,-74.75,5407:394:4,0.35
Micromesistius,australis,-47.75,-75.25,5407:475:3,0.22
Micromesistius,australis,-46.25,-154.25,5415:364:1,0.3
Micromesistius,australis,-45.75,-157.75,5415:457:4,0.2
Micromesistius,australis,-46.25,-155.75,5415:465:2,0.23
Micromesistius,australis,-42.25,-162.75,5416:122:2,0.22
Micromesistius,australis,-43.75,-160.75,5416:130:4,0.27
Micromesistius,australis,-43.25,-174.75,5417:134:2,0.25
Micromesistius,australis,-43.75,-174.75,5417:134:4,0.29
Micromesistius,australis,-44.25,-174.75,5417:144:2,0.23
Micromesistius,australis,-42.75,-178.75,5417:228:4,0.25
Micromesistius,australis,-42.75,-179.25,5417:229:3,0.2
Micromesistius,australis,-44.75,-177.25,5417:247:3,0.26
Micromesistius,australis,-53.75,-35.75,5503:235:4,0.23
Micromesistius,australis,-53.75,-36.25,5503:236:3,0.37
Micromesistius,australis,-53.75,-36.75,5503:236:4,0.38
Micromesistius,australis,-53.75,-37.25,5503:237:3,0.38
Micromesistius,australis,-53.75,-37.75,5503:237:4,0.37
Micromesistius,australis,-53.75,-38.25,5503:238:3,0.37
Micromesistius,australis,-53.75,-38.75,5503:238:4,0.37
Micromesistius,australis,-53.75,-39.25,5503:239:3,0.38
Micromesistius,australis,-53.75,-39.75,5503:239:4,0.26
Micromesistius,australis,-54.25,-35.75,5503:245:2,0.37
Micromesistius,australis,-54.75,-35.25,5503:245:3,0.21
Micromesistius,australis,-54.75,-35.75,5503:245:4,0.36
Micromesistius,australis,-54.25,-36.25,5503:246:1,0.38
Micromesistius,australis,-54.25,-36.75,5503:246:2,0.38
Micromesistius,australis,-54.75,-36.25,5503:246:3,0.36
Micromesistius,australis,-54.75,-36.75,5503:246:4,0.37
Micromesistius,australis,-54.25,-37.25,5503:247:1,0.37
Micromesistius,australis,-54.25,-37.75,5503:247:2,0.36
Micromesistius,australis,-54.75,-37.25,5503:247:3,0.36
Micromesistius,australis,-54.75,-37.75,5503:247:4,0.23
Micromesistius,australis,-54.25,-38.25,5503:248:1,0.36
Micromesistius,australis,-54.25,-38.75,5503:248:2,0.36
Micromesistius,australis,-54.25,-39.25,5503:249:1,0.36
Micromesistius,australis,-54.25,-39.75,5503:249:2,0.2
Micromesistius,australis,-55.25,-36.25,5503:456:1,0.23
Micromesistius,australis,-53.25,-41.75,5504:131:2,0.21
Micromesistius,australis,-53.25,-42.25,5504:132:1,0.23
Micromesistius,australis,-53.25,-42.75,5504:132:2,0.21
Micromesistius,australis,-53.25,-51.25,5505:131:1,0.37
Micromesistius,australis,-54.25,-51.25,5505:141:1,0.21
Micromesistius,australis,-50.25,-55.25,5505:205:1,0.24
Micromesistius,australis,-51.25,-55.75,5505:215:2,0.32
Micromesistius,australis,-51.25,-58.25,5505:218:1,0.33
Micromesistius,australis,-51.25,-58.75,5505:218:2,0.3
Micromesistius,australis,-51.25,-59.25,5505:219:1,0.21
Micromesistius,australis,-52.75,-56.75,5505:226:4,0.31
Micromesistius,australis,-52.25,-58.75,5505:228:2,0.33
Micromesistius,australis,-52.25,-59.75,5505:229:2,0.32
Micromesistius,australis,-50.25,-66.75,5506:206:2,0.39
Micromesistius,australis,-50.25,-67.25,5506:207:1,0.23
Micromesistius,australis,-50.75,-67.25,5506:207:3,0.39
Micromesistius,australis,-50.75,-67.75,5506:207:4,0.21
Micromesistius,australis,-50.25,-68.75,5506:208:2,0.2
Micromesistius,australis,-50.75,-69.25,5506:209:3,0.33
Micromesistius,australis,-51.75,-66.75,5506:216:4,0.36
Micromesistius,australis,-51.25,-67.75,5506:217:2,0.35
Micromesistius,australis,-51.75,-67.25,5506:217:3,0.31
Micromesistius,australis,-51.75,-67.75,5506:217:4,0.36
Micromesistius,australis,-51.25,-68.25,5506:218:1,0.29
Micromesistius,australis,-51.75,-68.25,5506:218:3,0.29
Micromesistius,australis,-52.25,-66.75,5506:226:2,0.33
Micromesistius,australis,-52.75,-66.75,5506:226:4,0.36
Micromesistius,australis,-52.25,-67.25,5506:227:1,0.29
Micromesistius,australis,-52.25,-67.75,5506:227:2,0.28
Micromesistius,australis,-52.75,-67.25,5506:227:3,0.31
Micromesistius,australis,-52.25,-68.25,5506:228:1,0.25
Micromesistius,australis,-52.75,-68.75,5506:228:4,0.27
Micromesistius,australis,-52.25,-69.25,5506:229:1,0.37
Micromesistius,australis,-52.75,-69.25,5506:229:3,0.34
Micromesistius,australis,-53.25,-66.25,5506:236:1,0.36
Micromesistius,australis,-53.25,-66.75,5506:236:2,0.26
Micromesistius,australis,-53.75,-66.25,5506:236:3,0.32
Micromesistius,australis,-53.75,-66.75,5506:236:4,0.2
Micromesistius,australis,-53.75,-67.25,5506:237:3,0.22
Micromesistius,australis,-53.25,-68.25,5506:238:1,0.31
Micromesistius,australis,-53.25,-69.25,5506:239:1,0.29
Micromesistius,australis,-54.25,-65.75,5506:245:2,0.37
Micromesistius,australis,-54.75,-66.75,5506:246:4,0.25
Micromesistius,australis,-54.75,-69.75,5506:249:4,0.2
Micromesistius,australis,-55.25,-64.75,5506:354:2,0.34
Micromesistius,australis,-55.75,-67.75,5506:457:4,0.37
Micromesistius,australis,-55.75,-68.25,5506:458:3,0.31
Micromesistius,australis,-55.75,-68.75,5506:458:4,0.39
Micromesistius,australis,-50.75,-73.75,5507:103:4,0.25
Micromesistius,australis,-51.75,-72.75,5507:112:4,0.28
Micromesistius,australis,-51.25,-73.25,5507:113:1,0.33
Micromesistius,australis,-51.25,-73.75,5507:113:2,0.32
Micromesistius,australis,-51.75,-73.25,5507:113:3,0.25
Micromesistius,australis,-51.25,-74.25,5507:114:1,0.39
Micromesistius,australis,-51.25,-74.75,5507:114:2,0.32
Micromesistius,australis,-52.75,-72.25,5507:122:3,0.2
Micromesistius,australis,-52.75,-72.75,5507:122:4,0.23
Micromesistius,australis,-52.75,-73.75,5507:123:4,0.25
Micromesistius,australis,-53.25,-71.75,5507:131:2,0.35
Micromesistius,australis,-53.25,-72.75,5507:132:2,0.24
Micromesistius,australis,-53.25,-73.25,5507:133:1,0.24
Micromesistius,australis,-53.25,-73.75,5507:133:2,0.3
Micromesistius,australis,-50.25,-75.25,5507:205:1,0.36
Micromesistius,australis,-52.75,-75.75,5507:225:4,0.27
Micromesistius,australis,-55.25,-125.75,5512:455:2,0.27
Micromesistius,australis,-53.25,-140.75,5514:130:2,0.2
Micromesistius,australis,-44.75,167.75,3416:247:4,0.43
Micromesistius,australis,-45.25,166.75,3416:456:2,0.51
Micromesistius,australis,-45.25,167.25,3416:457:1,0.51
Micromesistius,australis,-46.25,167.75,3416:467:2,0.49
Micromesistius,australis,-46.75,167.75,3416:467:4,0.59
Micromesistius,australis,-47.25,165.75,3416:475:2,0.58
Micromesistius,australis,-48.25,169.75,3416:489:2,0.58
Micromesistius,australis,-48.75,169.25,3416:489:3,0.57
Micromesistius,australis,-48.75,169.75,3416:489:4,0.4
Micromesistius,australis,-49.25,168.75,3416:498:2,0.51
Micromesistius,australis,-49.25,169.25,3416:499:1,0.44
Micromesistius,australis,-49.75,169.25,3416:499:3,0.57
Micromesistius,australis,-49.75,169.75,3416:499:4,0.57
Micromesistius,australis,-41.75,174.75,3417:114:4,0.46
Micromesistius,australis,-42.75,173.75,3417:123:4,0.51
Micromesistius,australis,-42.25,174.25,3417:124:1,0.48
Micromesistius,australis,-42.75,174.75,3417:124:4,0.48
Micromesistius,australis,-44.75,174.75,3417:144:4,0.4
Micromesistius,australis,-42.75,175.75,3417:225:4,0.48
Micromesistius,australis,-43.25,179.75,3417:239:2,0.55
Micromesistius,australis,-44.25,178.75,3417:248:2,0.54
Micromesistius,australis,-45.25,170.75,3417:350:2,0.52
Micromesistius,australis,-48.75,170.25,3417:380:3,0.4
Micromesistius,australis,-47.25,176.75,3417:476:2,0.41
Micromesistius,australis,-47.75,176.75,3417:476:4,0.48
Micromesistius,australis,-47.75,177.25,3417:477:3,0.56
Micromesistius,australis,-48.75,179.75,3417:489:4,0.59
Micromesistius,australis,-49.25,175.75,3417:495:2,0.41
Micromesistius,australis,-49.75,175.75,3417:495:4,0.4
Micromesistius,australis,-49.25,179.75,3417:499:2,0.53
Micromesistius,australis,-51.75,166.25,3516:216:3,0.44
Micromesistius,australis,-51.75,166.75,3516:216:4,0.59
Micromesistius,australis,-52.75,168.25,3516:228:3,0.55
Micromesistius,australis,-50.25,174.25,3517:104:1,0.55
Micromesistius,australis,-52.75,173.75,3517:123:4,0.46
Micromesistius,australis,-53.75,171.25,3517:131:3,0.54
Micromesistius,australis,-53.75,171.75,3517:131:4,0.57
Micromesistius,australis,-53.75,172.25,3517:132:3,0.49
Micromesistius,australis,-53.25,173.75,3517:133:2,0.41
Micromesistius,australis,-38.25,-54.75,5305:384:2,0.51
Micromesistius,australis,-38.75,-54.75,5305:384:4,0.5
Micromesistius,australis,-38.25,-55.75,5305:485:2,0.52
Micromesistius,australis,-38.75,-56.25,5305:486:3,0.52
Micromesistius,australis,-39.25,-56.75,5305:496:2,0.44
Micromesistius,australis,-39.75,-57.25,5305:497:3,0.45
Micromesistius,australis,-39.75,-57.75,5305:497:4,0.57
Micromesistius,australis,-38.25,-74.25,5307:384:1,0.41
Micromesistius,australis,-38.75,-74.25,5307:384:3,0.42
Micromesistius,australis,-39.25,-74.25,5307:394:1,0.49
Micromesistius,australis,-40.25,-55.75,5405:205:2,0.45
Micromesistius,australis,-40.25,-57.75,5405:207:2,0.44
Micromesistius,australis,-40.25,-58.75,5405:208:2,0.4
Micromesistius,australis,-40.75,-58.25,5405:208:3,0.43
Micromesistius,australis,-40.75,-58.75,5405:208:4,0.53
Micromesistius,australis,-41.25,-58.25,5405:218:1,0.49
Micromesistius,australis,-41.25,-58.75,5405:218:2,0.44
Micromesistius,australis,-41.75,-59.25,5405:219:3,0.48
Micromesistius,australis,-41.75,-59.75,5405:219:4,0.4
Micromesistius,australis,-42.25,-59.25,5405:229:1,0.51
Micromesistius,australis,-42.75,-59.75,5405:229:4,0.46
Micromesistius,australis,-46.75,-59.75,5405:469:4,0.49
Micromesistius,australis,-47.25,-59.75,5405:479:2,0.4
Micromesistius,australis,-49.25,-55.75,5405:495:2,0.43
Micromesistius,australis,-49.25,-56.25,5405:496:1,0.54
Micromesistius,australis,-42.25,-60.25,5406:120:1,0.53
Micromesistius,australis,-42.75,-60.25,5406:120:3,0.47
Micromesistius,australis,-42.75,-60.75,5406:120:4,0.41
Micromesistius,australis,-42.75,-61.25,5406:121:3,0.4
Micromesistius,australis,-43.25,-60.75,5406:130:2,0.54
Micromesistius,australis,-43.75,-60.75,5406:130:4,0.51
Micromesistius,australis,-43.25,-61.25,5406:131:1,0.41
Micromesistius,australis,-43.25,-61.75,5406:131:2,0.57
Micromesistius,australis,-43.75,-61.25,5406:131:3,0.57
Micromesistius,australis,-43.25,-62.25,5406:132:1,0.43
Micromesistius,australis,-43.75,-62.25,5406:132:3,0.52
Micromesistius,australis,-44.25,-60.75,5406:140:2,0.59
Micromesistius,australis,-44.75,-61.75,5406:141:4,0.48
Micromesistius,australis,-44.25,-62.75,5406:142:2,0.4
Micromesistius,australis,-44.75,-62.75,5406:142:4,0.43
Micromesistius,australis,-45.25,-61.25,5406:351:1,0.52
Micromesistius,australis,-45.25,-61.75,5406:351:2,0.48
Micromesistius,australis,-45.75,-61.25,5406:351:3,0.47
Micromesistius,australis,-45.75,-61.75,5406:351:4,0.48
Micromesistius,australis,-45.25,-62.25,5406:352:1,0.41
Micromesistius,australis,-45.75,-63.75,5406:353:4,0.43
Micromesistius,australis,-45.25,-64.25,5406:354:1,0.42
Micromesistius,australis,-45.25,-64.75,5406:354:2,0.43
Micromesistius,australis,-45.75,-64.25,5406:354:3,0.47
Micromesistius,australis,-45.75,-64.75,5406:354:4,0.45
Micromesistius,australis,-46.25,-61.75,5406:361:2,0.53
Micromesistius,australis,-46.25,-62.25,5406:362:1,0.49
Micromesistius,australis,-46.75,-62.75,5406:362:4,0.54
Micromesistius,australis,-46.25,-63.75,5406:363:2,0.42
Micromesistius,australis,-46.75,-63.25,5406:363:3,0.55
Micromesistius,australis,-46.75,-63.75,5406:363:4,0.48
Micromesistius,australis,-46.25,-64.25,5406:364:1,0.48
Micromesistius,australis,-46.25,-64.75,5406:364:2,0.4
Micromesistius,australis,-46.75,-64.25,5406:364:3,0.48
Micromesistius,australis,-46.75,-64.75,5406:364:4,0.42
Micromesistius,australis,-47.25,-62.75,5406:372:2,0.55
Micromesistius,australis,-47.25,-63.25,5406:373:1,0.56
Micromesistius,australis,-47.25,-63.75,5406:373:2,0.53
Micromesistius,australis,-47.75,-63.75,5406:373:4,0.49
Micromesistius,australis,-47.25,-64.25,5406:374:1,0.46
Micromesistius,australis,-47.75,-64.25,5406:374:3,0.42
Micromesistius,australis,-48.25,-63.75,5406:383:2,0.57
Micromesistius,australis,-48.25,-64.25,5406:384:1,0.54
Micromesistius,australis,-48.25,-64.75,5406:384:2,0.51
Micromesistius,australis,-48.75,-64.75,5406:384:4,0.59
Micromesistius,australis,-49.25,-64.75,5406:394:2,0.58
Micromesistius,australis,-49.75,-64.25,5406:394:3,0.55
Micromesistius,australis,-49.75,-64.75,5406:394:4,0.59
Micromesistius,australis,-45.25,-65.25,5406:455:1,0.41
Micromesistius,australis,-45.75,-65.25,5406:455:3,0.45
Micromesistius,australis,-45.75,-65.75,5406:455:4,0.45
Micromesistius,australis,-45.75,-66.25,5406:456:3,0.43
Micromesistius,australis,-46.25,-65.25,5406:465:1,0.4
Micromesistius,australis,-46.25,-65.75,5406:465:2,0.43
Micromesistius,australis,-46.75,-65.25,5406:465:3,0.41
Micromesistius,australis,-46.75,-65.75,5406:465:4,0.4
Micromesistius,australis,-46.75,-67.25,5406:467:3,0.5
Micromesistius,australis,-48.25,-65.25,5406:485:1,0.41
Micromesistius,australis,-48.75,-65.25,5406:485:3,0.45
Micromesistius,australis,-48.75,-65.75,5406:485:4,0.58
Micromesistius,australis,-49.25,-65.25,5406:495:1,0.45
Micromesistius,australis,-49.25,-65.75,5406:495:2,0.53
Micromesistius,australis,-49.75,-65.25,5406:495:3,0.46
Micromesistius,australis,-49.75,-65.75,5406:495:4,0.41
Micromesistius,australis,-49.75,-68.25,5406:498:3,0.41
Micromesistius,australis,-41.25,-74.75,5407:114:2,0.4
Micromesistius,australis,-42.25,-74.75,5407:124:2,0.56
Micromesistius,australis,-42.75,-74.75,5407:124:4,0.47
Micromesistius,australis,-43.75,-74.75,5407:134:4,0.5
Micromesistius,australis,-44.25,-74.75,5407:144:2,0.46
Micromesistius,australis,-44.75,-74.75,5407:144:4,0.41
Micromesistius,australis,-44.75,-75.75,5407:245:4,0.4
Micromesistius,australis,-48.25,-75.25,5407:485:1,0.48
Micromesistius,australis,-48.75,-75.25,5407:485:3,0.55
Micromesistius,australis,-48.25,-76.25,5407:486:1,0.41
Micromesistius,australis,-48.75,-76.25,5407:486:3,0.59
Micromesistius,australis,-49.75,-75.25,5407:495:3,0.51
Micromesistius,australis,-46.75,-75.75,5407:465:4,0.52
Micromesistius,australis,-47.25,-75.75,5407:475:2,0.49
Micromesistius,australis,-46.25,-75.25,5407:465:1,0.56
Micromesistius,australis,-43.75,-97.25,5409:237:3,0.56
Micromesistius,australis,-48.25,-148.75,5414:488:2,0.48
Micromesistius,australis,-43.25,-175.25,5417:235:1,0.42
Micromesistius,australis,-43.25,-175.75,5417:235:2,0.48
Micromesistius,australis,-43.25,-176.25,5417:236:1,0.54
Micromesistius,australis,-43.25,-176.75,5417:236:2,0.59
Micromesistius,australis,-43.25,-177.25,5417:237:1,0.56
Micromesistius,australis,-43.25,-177.75,5417:237:2,0.5
Micromesistius,australis,-43.25,-178.25,5417:238:1,0.49
Micromesistius,australis,-43.25,-178.75,5417:238:2,0.5
Micromesistius,australis,-43.25,-179.25,5417:239:1,0.5
Micromesistius,australis,-43.25,-179.75,5417:239:2,0.48
Micromesistius,australis,-47.25,-179.25,5417:479:1,0.46
Micromesistius,australis,-53.75,-53.25,5505:133:3,0.4
Micromesistius,australis,-54.25,-52.75,5505:142:2,0.55
Micromesistius,australis,-50.25,-55.75,5505:205:2,0.52
Micromesistius,australis,-50.75,-55.75,5505:205:4,0.44
Micromesistius,australis,-51.25,-57.75,5505:217:2,0.45
Micromesistius,australis,-53.25,-57.75,5505:237:2,0.41
Micromesistius,australis,-54.25,-55.25,5505:245:1,0.5
Micromesistius,australis,-54.25,-58.75,5505:248:2,0.59
Micromesistius,australis,-55.25,-57.25,5505:457:1,0.46
Micromesistius,australis,-50.25,-64.75,5506:104:2,0.58
Micromesistius,australis,-51.75,-61.25,5506:111:3,0.58
Micromesistius,australis,-54.25,-60.25,5506:140:1,0.45
Micromesistius,australis,-54.75,-61.25,5506:141:3,0.42
Micromesistius,australis,-54.25,-64.75,5506:144:2,0.59
Micromesistius,australis,-50.25,-65.25,5506:205:1,0.51
Micromesistius,australis,-50.25,-65.75,5506:205:2,0.48
Micromesistius,australis,-50.75,-65.25,5506:205:3,0.58
Micromesistius,australis,-50.75,-65.75,5506:205:4,0.46
Micromesistius,australis,-50.25,-66.25,5506:206:1,0.47
Micromesistius,australis,-50.75,-66.25,5506:206:3,0.44
Micromesistius,australis,-50.75,-66.75,5506:206:4,0.43
Micromesistius,australis,-50.75,-68.75,5506:208:4,0.42
Micromesistius,australis,-51.25,-65.75,5506:215:2,0.55
Micromesistius,australis,-51.25,-66.25,5506:216:1,0.49
Micromesistius,australis,-51.25,-66.75,5506:216:2,0.43
Micromesistius,australis,-51.75,-66.25,5506:216:3,0.48
Micromesistius,australis,-51.25,-67.25,5506:217:1,0.43
Micromesistius,australis,-52.25,-65.75,5506:225:2,0.57
Micromesistius,australis,-52.75,-65.75,5506:225:4,0.52
Micromesistius,australis,-52.25,-66.25,5506:226:1,0.45
Micromesistius,australis,-52.75,-66.25,5506:226:3,0.41
Micromesistius,australis,-52.75,-69.75,5506:229:4,0.51
Micromesistius,australis,-53.25,-65.25,5506:235:1,0.59
Micromesistius,australis,-53.25,-65.75,5506:235:2,0.47
Micromesistius,australis,-53.75,-65.25,5506:235:3,0.53
Micromesistius,australis,-53.75,-65.75,5506:235:4,0.43
Micromesistius,australis,-53.75,-67.75,5506:237:4,0.56
Micromesistius,australis,-53.25,-69.75,5506:239:2,0.44
Micromesistius,australis,-53.75,-69.75,5506:239:4,0.45
